Unnamed: 0,Year,Month,Unnamed: 3,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN
Jan-86,1986,January,1/1/86,3.8,,,,,,,,19.0417,,,
Feb-86,1986,February,2/1/86,4.7,,,,,,,,20.4609,,,
Mar-86,1986,March,3/1/86,4.2,,1016182.62,,,19.77,33.19,47.03,20.7811,162291,,
Apr-86,1986,April,4/1/86,2.8,,,,,,,,20.5045,,,
May-86,1986,May,5/1/86,2.3,,,,,,,,20.5003,,,
Jun-86,1986,June,6/1/86,0.5,,1072520.41,,,19.76,33.1,47.14,20.552,176228,,
Jul-86,1986,July,7/1/86,-0.9,,,,,,,,20.4543,,,
Aug-86,1986,August,8/1/86,-0.9,,,,,,,,20.4317,,,
Sep-86,1986,September,9/1/86,-0.9,,941279.94,,,15.44,34.41,50.14,20.5092,163641,,
Oct-86,1986,October,10/1/86,-0.5,,,,,,,,20.4372,,,
Nov-86,1986,November,11/1/86,-0.5,,,,,,,,20.436,,,
Dec-86,1986,December,12/1/86,-0.9,55213006,1123165.22,,,19.95,30.44,49.61,20.5198,190692,,
Jan-87,1987,January,1/1/87,0,,,,,,,,20.4629,,,
Feb-87,1987,February,2/1/87,-0.5,,,,,,,,20.5252,,,
Mar-87,1987,March,3/1/87,-0.4,,1016812.02,,,19.6,31.98,48.42,20.5625,175246,,
Apr-87,1987,April,4/1/87,0.9,,,,,,,,20.5048,,,
May-87,1987,May,5/1/87,2.3,,,,,,,,20.4732,,,
Jun-87,1987,June,6/1/87,4.6,,1102845.63,,,19.88,32.3,47.82,20.4564,192890,,
Jul-87,1987,July,7/1/87,6,,,,,,,,20.45,,,
Aug-87,1987,August,8/1/87,6.5,,,,,,,,20.4387,,,
Sep-87,1987,September,9/1/87,7.4,,1014292.19,,,15.03,36.14,48.83,20.6005,190706,,
Oct-87,1987,October,10/1/87,6.9,,,,,,,,20.7062,,,
Nov-87,1987,November,11/1/87,7.3,,,,,,,,20.8171,,,
Dec-87,1987,December,12/1/87,8.3,56645077,1165002.25,,,19.57,30.2,50.23,20.8148,218441,,
Jan-88,1988,January,1/1/88,13.6,,,,,,,,20.8462,,,
Feb-88,1988,February,2/1/88,14,,,,,,,,20.903,,,
Mar-88,1988,March,3/1/88,14.4,,1049992.81,,,18.56,33.23,48.21,21.0277,205057,,
Apr-88,1988,April,4/1/88,15.4,,,,,,,,21.0296,,,
May-88,1988,May,5/1/88,14.8,,,,,,,,20.955,,,
Jun-88,1988,June,6/1/88,14.2,,1144410.4,,,18.36,32.02,49.62,20.9487,222910,,
Jul-88,1988,July,7/1/88,13.5,,,,,,,,21.0247,,,
Aug-88,1988,August,8/1/88,13.5,,,,,,,,21.0591,,,
Sep-88,1988,September,9/1/88,12.9,,1080960.03,,,16.14,34.23,49.63,21.2485,218394,,
Oct-88,1988,October,10/1/88,13.4,,,,,,,,21.3616,,,
Nov-88,1988,November,11/1/88,13.2,,,,,,,,21.3771,,,
Dec-88,1988,December,12/1/88,13.6,58157496,1211100.96,,,18.5,33.13,48.37,21.356,263919,,
Jan-89,1989,January,1/1/89,9.2,,,,,,,,21.3421,,,
Feb-89,1989,February,2/1/89,8.7,,,,,,,,21.3575,,,
Mar-89,1989,March,3/1/89,8.3,,1110899,,,18.49,32.57,48.94,21.3388,232543,,
Apr-89,1989,April,4/1/89,8.6,,,,,,,,21.4136,,,
May-89,1989,May,5/1/89,9.4,,,,,,,,21.5796,,,
Jun-89,1989,June,6/1/89,10.1,,1171082.48,,,16.98,32.62,50.39,21.68,251104,,
Jul-89,1989,July,7/1/89,10.4,,,,,,,,21.8865,,,
Aug-89,1989,August,8/1/89,11.9,,,,,,,,21.88,,,
Sep-89,1989,September,9/1/89,12.2,,1148588.13,,,15.84,33.97,50.18,21.9691,255879,,
Oct-89,1989,October,10/1/89,12.9,,,,,,,,21.9589,,,
Nov-89,1989,November,11/1/89,12.8,,,,,,,,22.099,,,
Dec-89,1989,December,12/1/89,13.8,59739052,1356350.02,,,17.92,34.44,47.64,22.3352,315003,,
Jan-90,1990,January,1/1/90,13.6,,,,,,,,22.4644,,,
Feb-90,1990,February,2/1/90,13.9,,,,,,,,22.6245,,,
Mar-90,1990,March,3/1/90,13.8,,1182521.98,,,17.46,33.56,48.97,22.7594,279143,,
Apr-90,1990,April,4/1/90,14.1,,,,,,,,22.7609,,,
May-90,1990,May,5/1/90,13.6,,,,,,,,22.9018,,,
Jun-90,1990,June,6/1/90,13,,1233224.96,,,16.58,32.54,50.88,23.1026,290701,,
Jul-90,1990,July,7/1/90,13.6,,,,,,,,23.5632,,,
Aug-90,1990,August,8/1/90,11.6,,,,,,,,24.4474,,,
Sep-90,1990,September,9/1/90,12.2,,1211700.24,,,15.37,33.69,50.94,25.3519,295743,,
Oct-90,1990,October,10/1/90,13.1,,,,,,,,25.75,,,
Nov-90,1990,November,11/1/90,14.4,,,,,,,,28,,,
Dec-90,1990,December,12/1/90,16.7,61265260,1455491.64,,,17.81,33.1,49.09,28,362294,,
Jan-91,1991,January,1/1/91,18.7,,,950.41,635.57,,,,28,,26611.48,17795.96
Feb-91,1991,February,2/1/91,20.2,,,1094.81,662.65,,,,28,,30654.68,18554.2
Mar-91,1991,March,3/1/91,21.1,,1243019.24,1076.87,742.13,18.29,31.98,49.73,28,325283,30152.36,20779.64
Apr-91,1991,April,4/1/91,20.6,,,896.52,709.7,,,,27.9261,,25036.30717,19819.15317
May-91,1991,May,5/1/91,20.8,,,983.15,688.51,,,,27.8186,,27349.85659,19153.38429
Jun-91,1991,June,6/1/91,20.6,,1276754.84,937.91,767.7,16.58,31.93,51.49,27.7955,341433,26069.67741,21338.60535
Jul-91,1991,July,7/1/91,19.9,,,1025.69,793.5,,,,27.621,,28330.58349,21917.2635
Aug-91,1991,August,8/1/91,21.2,,,967.43,741.2,,,,27.1995,,26313.61229,20160.2694
Sep-91,1991,September,9/1/91,20.9,,1257010.37,988.48,764.46,14.7,33.82,51.48,26.9834,344791,26672.55123,20627.72996
Oct-91,1991,October,10/1/91,19,,,1023.15,756.88,,,,26.9946,,27619.52499,20431.67285
Nov-91,1991,November,11/1/91,17.3,,,1110.04,751.08,,,,26.7366,,29678.69546,20081.32553
Dec-91,1991,December,12/1/91,13.2,62854666,1462844.73,996.9,826.13,18.78,32.42,48.8,26.6683,411450,26585.62827,22031.48268
Jan-92,1992,January,1/1/92,10.9,,,1037.69,662.37,,,,26.5446,,27545.06597,17582.3467
Feb-92,1992,February,2/1/92,9.1,,,1032.51,714.9,,,,26.158,,27008.39658,18700.3542
Mar-92,1992,March,3/1/92,8.7,,1244652.42,1164.81,898.46,18.11,32.58,49.3,25.8102,362800,30063.97906,23189.43229
Apr-92,1992,April,4/1/92,8.4,,,1196.81,666.45,,,,25.6672,,30718.76163,17105.90544
May-92,1992,May,5/1/92,8.9,,,1186.29,811.71,,,,26.1496,,31021.00898,21225.89182
Jun-92,1992,June,6/1/92,8.8,,1262124.78,1088.95,835.57,16.14,31.87,51.99,26.1205,368201,28443.91848,21825.50619
Jul-92,1992,July,7/1/92,9,,,1166.41,851.13,,,,25.2616,,29465.38286,21500.90561
Aug-92,1992,August,8/1/92,8.4,,,1399.19,913.09,,,,24.6691,,34516.75803,22525.10852
Sep-92,1992,September,9/1/92,8,,1233097.82,1335.7,873.34,14.39,34.05,51.56,24.726,370452,33026.5182,21594.20484
Oct-92,1992,October,10/1/92,8,,,1330.79,860.36,,,,24.7849,,32983.49707,21323.93656
Nov-92,1992,November,11/1/92,8,,,1255.04,824.14,,,,24.9361,,31295.80294,20550.83745
Dec-92,1992,December,12/1/92,7.4,64382249,1476888.94,1324.72,912.8,19.52,30.72,49.77,25.3221,440072,33544.69231,23114.01288
Jan-93,1993,January,1/1/93,7.4,,,1183.58,790.44,,,,25.2801,,29921.02076,19982.40224
Feb-93,1993,February,2/1/93,7.3,,,1181.68,842.71,,,,25.3116,,29910.21149,21330.33844
Mar-93,1993,March,3/1/93,6.8,,1271890.91,1390.57,842.46,18.85,31.29,49.87,25.3656,387781,35272.64239,21369.50338
Apr-93,1993,April,4/1/93,6.8,,,1504,861.73,,,,26.078,,39221.312,22472.19494
May-93,1993,May,5/1/93,6,,,1460.29,932.14,,,,27.0064,,39437.17586,25173.7457
Jun-93,1993,June,6/1/93,6.2,,1259193.14,1335.13,914.44,16.18,31.92,51.9,27.2063,397727,36323.94732,24878.52897
Jul-93,1993,July,7/1/93,6.1,,,1553.48,998.17,,,,27.5688,,42827.57942,27518.3491
Aug-93,1993,August,8/1/93,6.3,,,1512.67,994.5,,,,27.9489,,42277.46256,27795.18105
Sep-93,1993,September,9/1/93,6.7,,1237813.31,1565.59,1018.3,13.78,34.52,51.7,28.2337,407532,44202.39838,28750.37671
Oct-93,1993,October,10/1/93,6.9,,,1654.69,1012.52,,,,29.16,,48250.7604,29525.0832
Nov-93,1993,November,11/1/93,6.9,,,1682.74,1163.36,,,,28.4849,,47932.68063,33138.19326
Dec-93,1993,December,12/1/93,7.4,65926125,1469653.32,1572.98,1004.05,19.35,30.86,49.79,27.7939,489381,43719.24882,27906.4653
Jan-94,1994,January,1/1/94,12.8,,,1650.56,951.62,,,,27.7245,,45760.95072,26383.18869
Feb-94,1994,February,2/1/94,13.9,,,1349.04,927.01,,,,27.6463,,37295.96455,25628.39656
Mar-94,1994,March,3/1/94,13.4,,1283261.21,1599.52,1057.67,18,32.07,49.93,27.5872,446077,44126.27814,29178.15382
Apr-94,1994,April,4/1/94,13.6,,,1775.99,965.79,,,,27.5298,,48892.6495,26588.00554
May-94,1994,May,5/1/94,13.5,,,1810.36,1083.86,,,,27.053,,48975.66908,29321.66458
Jun-94,1994,June,6/1/94,13,,1291695.47,2041.89,1125.27,16.36,31.89,51.75,26.9756,462046,55081.20788,30354.83341
Jul-94,1994,July,7/1/94,12.6,,,1768.46,1217.56,,,,26.4608,,46794.86637,32217.61165
Aug-94,1994,August,8/1/94,12.5,,,1728.14,1178.01,,,,26.3132,,45472.89345,30997.21273
Sep-94,1994,September,9/1/94,11.7,,1270449.96,1967.95,1239.74,14.43,34.19,51.38,25.9113,469787,50992.14284,32123.27506
Oct-94,1994,October,10/1/94,11.3,,,1886.76,1299.34,,,,25.3945,,47913.32682,32996.08963
Nov-94,1994,November,11/1/94,11,,,1860.74,1128.46,,,,24.2648,,45150.48395,27381.85621
Dec-94,1994,December,12/1/94,10.8,67530621,1507443.46,1893.13,1308.55,18.29,31.97,49.74,24.145,554751,45709.62385,31594.93975
Jan-95,1995,January,1/1/95,6.1,,,1855.58,1160.75,,,,24.6223,,45688.64743,28580.33473
Feb-95,1995,February,2/1/95,5.6,,,1615.89,1263.77,,,,25.0282,,40442.8181,31629.88831
Mar-95,1995,March,3/1/95,6,,1328938.79,2142.54,1298.58,17.59,32.59,49.82,25.859,495093,55403.94186,33579.98022
Apr-95,1995,April,4/1/95,6,,,2229.56,1377.42,,,,26.0077,,57985.72761,35823.52613
May-95,1995,May,5/1/95,6.2,,,2143.63,1400.58,,,,25.8493,,55411.33496,36204.01259
Jun-95,1995,June,6/1/95,6.5,,1352499.4,2328.66,1521.69,15.47,32.57,51.96,25.6742,514116,59786.48257,39068.1734
Jul-95,1995,July,7/1/95,6.3,,,2175.49,1592.69,,,,25.514,,55505.45186,40635.89266
Aug-95,1995,August,8/1/95,6.8,,,2273.59,1591.45,,,,25.7109,,58456.04513,40917.61181
Sep-95,1995,September,9/1/95,8,,1336681,2444.22,1594.97,14.39,34.59,51.02,25.9692,537781,63474.43802,41420.09492
Oct-95,1995,October,10/1/95,8.2,,,2342.36,1601.65,,,,25.9654,,60820.31434,41587.48291
Nov-95,1995,November,11/1/95,8.4,,,2414.72,1422.63,,,,26.1671,,63186.21971,37226.10147
Dec-95,1995,December,12/1/95,8.2,69019291,1568846.69,2571.39,1621.01,17.14,32.66,50.2,26.206,629594,67385.84634,42480.18806
Jan-96,1996,January,1/1/96,9.5,,,2236.09,1420.45,,,,26.2116,,58611.49664,37232.26722
Feb-96,1996,February,2/1/96,9.3,,,2359.58,1594.01,,,,26.1588,,61723.7813,41697.38879
Mar-96,1996,March,3/1/96,9.5,,1392448.47,2760.47,1670.6,17.04,32.82,50.14,26.1957,573212,72312.44398,43762.53642
Apr-96,1996,April,4/1/96,9.4,,,2811.15,1491.87,,,,26.1897,,73623.17516,39071.62774
May-96,1996,May,5/1/96,9.2,,,2712.35,1612.18,,,,26.1759,,70998.20237,42200.26246
Jun-96,1996,June,6/1/96,8.9,,1409521.45,2750.55,1793.39,15.57,32.62,51.82,26.1944,596298,72049.00692,46976.77502
Jul-96,1996,July,7/1/96,8.7,,,2838.7,1693.69,,,,26.1995,,74372.52065,44373.83116
Aug-96,1996,August,8/1/96,8.2,,,2799.68,1773.89,,,,26.1994,,73349.93619,46474.85367
Sep-96,1996,September,9/1/96,6.7,,1417167.31,2870.06,1875.57,14,34.87,51.13,26.2356,614449,75297.74614,49206.70429
Oct-96,1996,October,10/1/96,6.7,,,2858.51,1883.71,,,,26.2693,,75091.05674,49483.7431
Nov-96,1996,November,11/1/96,6.6,,,2711.55,1849.91,,,,26.2658,,71221.02999,48589.36608
Dec-96,1996,December,12/1/96,7.4,70546246,1626238.39,2718.24,1883.27,16.67,32.74,50.6,26.2925,697344,71469.3252,49515.87648
Jan-97,1997,January,1/1/97,5.4,,,2837.89,1692.26,,,,26.3173,,74685.6025,44535.7141
Feb-97,1997,February,2/1/97,5.2,,,2626.54,1812.42,,,,26.3411,,69185.95279,47741.13646
Mar-97,1997,March,3/1/97,5.5,,1464530.75,2935.16,2001.02,16.67,32.77,50.56,26.3319,636625,77288.3396,52690.65854
Apr-97,1997,April,4/1/97,5.2,,,2942.08,2082.43,,,,26.3642,,77565.58554,54901.60101
May-97,1997,May,5/1/97,5,,,2954.37,1982.88,,,,26.3721,,77912.94108,52292.70965
Jun-97,1997,June,6/1/97,5.6,,1503061.59,3032.34,2129.08,15.27,33.08,51.66,26.3761,665182,79981.30307,56156.82699
Jul-97,1997,July,7/1/97,5.6,,,3169.2,2067.14,,,,27.6679,,87685.10868,57193.42281
Aug-97,1997,August,8/1/97,5.4,,,3327.94,2257.97,,,,29.3305,,97610.14417,66227.38909
Sep-97,1997,September,9/1/97,5.7,,1503253.17,2956.48,2337.47,13.28,35.36,51.36,32.3945,678133,95773.69136,75721.17192
Oct-97,1997,October,10/1/97,5.9,,,3413.8,2326.05,,,,34.4639,,117652.8618,80164.7546
Nov-97,1997,November,11/1/97,6.7,,,2945.29,2308.43,,,,34.5178,,101664.9312,79681.92505
Dec-97,1997,December,12/1/97,6.5,72190242,1717089.46,2792.73,2230.56,16.65,32.97,50.38,37.1706,793435,103807.4497,82911.25354
Jan-98,1998,January,1/1/98,6.6,,,2837.9,2114.81,,,,42.661,,121067.6519,90219.90941
Feb-98,1998,February,2/1/98,7.7,,,2585.23,2227.2,,,,40.4143,,104480.2608,90010.72896
Mar-98,1998,March,3/1/98,8.2,,1539321.16,2613.6,2474.18,15.65,32.73,51.62,39.004,705979,101940.8544,96502.91672
Apr-98,1998,April,4/1/98,8.7,,,2457.46,2284.5,,,,38.4422,,94470.16881,87821.2059
May-98,1998,May,5/1/98,9.8,,,2624.02,2414.74,,,,39.2971,,103116.3763,94892.27925
Jun-98,1998,June,6/1/98,10.2,,1593749.81,2260.74,2389.57,13.34,32.55,54.1,40.3991,738060,91331.86133,96536.47739
Jul-98,1998,July,7/1/98,10.1,,,2465.59,2501.37,,,,41.7805,,103013.583,104508.4893
Aug-98,1998,August,8/1/98,10.1,,,2508.47,2652.45,,,,43.0375,,107958.2776,114154.8169
Sep-98,1998,September,9/1/98,10.2,,1573879.49,2454.45,2786.32,13.06,34.2,52.74,43.7759,748152,107445.7578,121973.6657
Oct-98,1998,October,10/1/98,10,,,2417.41,2542.3,,,,42.8882,,103678.3636,109034.6709
Nov-98,1998,November,11/1/98,10.6,,,2373.4,2585.82,,,,39.9435,,94801.9029,103286.7012
Dec-98,1998,December,12/1/98,10,73908810,1801916.29,2061.61,2523.08,15.79,31.84,52.37,39.0733,854030,80553.90601,98585.06176
Jan-99,1999,January,1/1/99,10.7,,,2399.85,2580.78,,,,38.4043,,92164.55936,99113.04935
Feb-99,1999,February,2/1/99,9.3,,,2256.56,2569.33,,,,38.7799,,87509.17114,99638.36047
Mar-99,1999,March,3/1/99,7.9,,1567553.34,2656.3,2702.33,16.49,30.51,53,38.9108,767405,103358.758,105149.8222
Apr-99,1999,April,4/1/99,7.4,,,2599.21,2345.95,,,,38.2417,,99398.20906,89713.11612
May-99,1999,May,5/1/99,6.1,,,2533.48,2746.9,,,,37.8385,,95863.08298,103938.5757
Jun-99,1999,June,6/1/99,5.3,,1580092.87,2670.94,2857.2,14.55,30.8,54.65,37.8993,810836,101226.7563,108285.88
Jul-99,1999,July,7/1/99,5.1,,,2791.64,2851.06,,,,38.2798,,106863.4209,109138.0066
Aug-99,1999,August,8/1/99,4.8,,,2661.46,3211.54,,,,39.261,,104491.5811,126088.2719
Sep-99,1999,September,9/1/99,4.9,,1579892.32,2555.3,3693.28,13.7,33.07,53.24,40.1738,825523,102656.1111,148373.0921
Oct-99,1999,October,10/1/99,5.1,,,2612.62,3459.67,,,,40.315,,105327.7753,139476.5961
Nov-99,1999,November,11/1/99,3.9,,,2351.64,3075.37,,,,40.3409,,94867.27408,124063.1936
Dec-99,1999,December,12/1/99,3.9,75791024,1747866.75,2653.47,2943.51,16.66,30.83,52.51,40.6232,943824,107792.4425,119574.7954
Jan-00,2000,January,1/1/00,5.5,,,2900.85,2716.57,,,,40.4266,,117271.5026,109821.6888
Feb-00,2000,February,2/1/00,5.6,,,2775.14,2902.31,,,,40.5717,,112592.1475,117751.6506
Mar-00,2000,March,3/1/00,5.9,,1581132.24,2908.07,2988.52,15.88,31.69,52.43,40.9381,850396,119050.8605,122344.3306
Apr-00,2000,April,4/1/00,6.2,,,2728.17,2667.59,,,,41.1884,,112368.9572,109873.764
May-00,2000,May,5/1/00,6.5,,,2641.93,2930.83,,,,41.8063,,110449.3182,122527.1582
Jun-00,2000,June,6/1/00,6.1,,1634431.66,2730.33,3410.27,14.74,31.56,53.7,42.6489,904732,116445.5711,145444.2642
Jul-00,2000,July,7/1/00,6.5,,,2855.65,3219.4,,,,44.3557,,126664.3547,142798.7406
Aug-00,2000,August,8/1/00,6.8,,,2842.45,3529.46,,,,44.8977,,127619.4674,158464.6362
Sep-00,2000,September,9/1/00,6.5,,1639984.85,3294.23,3502.01,13.44,33.41,53.15,45.7367,913644,150667.2092,160170.3808
Oct-00,2000,October,10/1/00,6.9,,,3276.14,3398.14,,,,48.1061,,157602.3185,163471.2627
