Unnamed: 3,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg
2015-02-01,1.5,,,5734.54,4513.4,,,,44.2214,,253589.3872,199588.8668,10247.94,453178.254,1232826.564840732,102213364.65866458
2015-03-01,1.5,,3308136.02,5691.35,5434.17,12.18,30.66,57.16,44.4457,3204277.0,252956.0347,241525.4896,11125.52,494481.5243,1020050.3741505285,102169398.2441198
2015-04-01,1.4,,,5052.99,4434.03,,,,44.4136,,224421.4767,196931.2348,9487.02,421352.7115,1058424.5821018617,102129828.47102952
2015-05-01,0.9,,,4834.42,4899.37,,,,44.6106,,215666.3769,218563.8353,9733.79,434230.2122,1072339.6587841627,102094655.33939455
2015-06-01,0.6,,3621755.89,5940.76,5363.96,10.07,30.49,59.44,44.9831,3493900.0,267233.8012,241287.5491,11304.72,508521.3503,1195037.8650297427,102063878.84921353
2015-07-01,0.2,,,6845.66,5370.52,,,,45.2649,,309868.1153,243096.0507,12216.18,552964.166,1178597.0852497155,102037499.00048624
2015-08-01,0.0,,,6175.98,5127.93,,,,46.142,,284972.0692,236612.9461,11303.91,521585.0153,1163442.961218774,102015515.79321368
2015-09-01,-0.4,,3367553.46,6255.01,4959.51,10.1,28.11,61.79,46.7504,3330583.0,292424.2195,231859.0763,11214.52,524283.2958,1086295.8574416104,101997929.22739647
2015-10-01,-0.2,,,6534.11,4590.26,,,,46.3609,,302927.2203,212808.5848,11124.37,515735.8051,1108692.457301105,101984739.3030323
2015-11-01,0.3,,,6094.66,5117.78,,,,47.0067,,286489.8542,240569.9491,11212.44,527059.8033,1112702.0584728585,101975946.02012384
2015-12-01,0.7,103767130.0,3798601.38,6245.02,4659.51,12.63,30.54,56.83,47.2303,3915398.0,294954.1681,220070.0552,10904.53,515024.2233,1345901.024329715,104109973.47051114
2016-01-01,0.7,,,6825.21,4255.49,,,,47.5111,,324273.2348,202183.0109,11080.7,526456.2457,1322174.345218687,103927716.4666819
2016-02-01,0.5,,,5651.64,4361.92,,,,47.6361,,269222.0882,207784.8573,10013.56,477006.9455,1305197.1769265344,103885824.34493975
2016-03-01,0.6,,3481796.47,6678.28,4730.01,10.92,31.1,57.97,46.724,3437650.0,312035.9547,221004.9872,11408.29,533040.9419,1093273.5687380328,103847740.59790164
2016-04-01,0.7,,,6864.59,4284.87,,,,46.2845,,317724.1159,198323.0655,11149.46,516047.1814,1137047.947666573,103813465.22556692
2016-05-01,0.9,,,7067.86,4828.35,,,,46.8023,,330792.1041,225977.8852,11896.21,556769.9893,1149473.3256668437,103782998.2279363
2016-06-01,1.3,,3853504.01,7243.66,4872.9,9.23,30.6,60.17,46.4645,3791145.0,336573.0401,226416.8621,12116.56,562989.9022,1294227.650466075,103756339.60500984
2016-07-01,1.3,,,7159.42,4786.91,,,,47.0581,,336908.7023,225262.8895,11946.33,562171.5918,1277716.740086615,103733489.3567869
2016-08-01,1.3,,,7165.89,5036.07,,,,46.6809,,334510.1945,235088.2801,12201.96,569598.4746,1263442.8170185124,103714447.48326828
2016-09-01,1.7,,3589387.68,7381.22,5361.57,9.74,28.61,61.65,47.4294,3644979.0,350086.8359,254296.0482,12742.79,604382.8841,1190830.15843265,103699213.98445176
2016-10-01,1.8,,,7260.09,5036.08,,,,48.3482,,351012.2833,243485.4031,12296.17,594497.6864,1213745.14223128,103687788.8603406
2016-11-01,2.1,,,7377.52,4886.88,,,,49.155,,362641.9956,240214.5864,12264.4,602856.582,1217693.2075672434,103680172.11093353
2016-12-01,2.2,105312992.0,4066219.29,7432.67,4965.05,11.68,30.7,57.62,49.8156,4258608.0,370262.9157,247336.9448,12397.72,617599.8605,1463325.892015688,105631485.7342162
2017-01-01,2.5,,,7926.01,5597.12,,,,49.7363,,394210.4112,278380.0395,13523.13,672590.4506999999,1439013.7908297104,105462173.15068668
2017-02-01,3.1,,,6825.96,5156.3,,,,49.9614,,341034.5179,257615.9668,11982.26,598650.4846999999,1415999.7677221026,105423256.32876807
2017-03-01,3.1,,3722688.28,8107.13,6003.05,10.8,30.82,58.38,50.2752,3745533.0,407587.5822,301804.5394,14110.18,709392.1216,1192802.3492015149,105387877.39975184
2017-04-01,3.2,,,7140.82,5587.11,,,,49.8626,,356059.8513,278587.8311,12727.93,634647.6824,1239821.7773561017,105356036.36363769
2017-05-01,2.9,,,8494.95,5987.55,,,,49.8603,,423560.7555,298541.0393,14482.5,722101.7948,1252784.680650823,105327733.22042328
2017-06-01,2.5,,4140186.0,7289.68,5704.04,9.16,30.55,60.28,49.8501,4153954.0,363391.277,284346.9644,12993.72,647738.2413999999,1419052.4885975427,105302967.97011296
2017-07-01,2.4,,,7138.89,5833.61,,,,50.6382,,361500.5396,295403.5099,12972.5,656904.0495,1400348.9453664846,105281740.61270192
2017-08-01,2.6,,,8715.34,5978.83,,,,50.8747,,443390.3079,304171.1826,14694.17,747561.4905000001,1383988.396613426,105264051.14819364
2017-09-01,3.0,,3852482.66,7737.89,5985.71,9.38,28.84,61.78,51.0094,4017922.0,394705.1262,305327.4757,13723.6,700032.6019,1314480.1927838828,105249899.5765868
2017-10-01,3.1,,,8497.79,5912.65,,,,51.3433,,436304.5813,303574.9627,14410.44,739879.544,1338320.7716890413,105239285.89788236
2017-11-01,3.0,,,8862.53,5582.9,,,,51.0384,,452329.3512,284942.2834,14445.43,737271.6346,1342199.6417756795,105232210.11207916
2017-12-01,2.9,106735719.0,4347318.95,9356.25,5384.03,11.23,30.87,57.9,50.3947,4639242.0,471505.4119,271326.5766,14740.28,742831.9885,1589002.8464608502,107028059.78082916
2018-01-01,3.4,,,8882.7,5656.21,,,,50.5087,,448653.6295,285687.814,14538.91,734341.4435,1564509.948889226,106872650.21525437
2018-02-01,3.7,,,7762.25,5225.71,,,,51.7856,,401972.7736,270616.5278,12987.96,672589.3014,1543741.912321512,106836929.02866596
2018-03-01,4.3,,3959977.37,8364.28,6024.47,10.4,30.98,58.62,52.0676,4101138.0,435507.9853,313679.6942,14388.75,749187.6795000001,1315439.0705795025,106804455.22267742
2018-04-01,4.3,,,9180.81,5481.97,,,,52.0986,,478307.3479,285602.9622,14662.78,763910.3101,1359590.8715631526,106775228.79728688
2018-05-01,4.6,,,9972.39,6091.89,,,,52.1948,,520506.9016,317964.9802,16064.28,838471.8818,1375381.9455998002,106749249.75249489
2018-06-01,5.0,,4437331.26,9469.46,5916.49,8.62,30.86,60.52,53.0476,4568792.0,502332.1263,313855.5949,15385.95,816187.7212,1558818.5137170493,106726518.08830252
2018-07-01,5.8,,,9982.73,5966.51,,,,53.4329,,533406.2138,318807.9322,15949.24,852214.146,1541884.4424440395,106707033.80470917
2018-08-01,6.6,,,9814.79,6216.23,,,,53.2735,,522868.2151,331160.3289,16031.02,854028.544,1521732.4633553622,106690796.901714
2018-09-01,6.9,,4142636.11,10076.42,6052.78,8.84,28.98,62.19,53.9419,4450213.0,543541.24,326498.4535,16129.2,870039.6935,1460698.607762342,106677807.37931836
2018-10-01,6.9,,,10724.29,6308.84,,,,54.0086,,579203.8889,340731.616,17033.13,919935.5049,1487248.9469362425,106668065.23752184
2018-11-01,6.1,,,9710.64,5636.46,,,,52.8083,,512802.3903,297651.8706,15347.1,810454.2609000001,1474080.7057084318,106661570.47632396
2018-12-01,5.2,108119693.0,4636033.35,8900.09,4729.85,10.72,31.34,57.94,52.7691,5145048.0,469649.7392,249589.9276,13629.94,719239.6668,1740881.1906581123,108408697.97526884
2019-01-01,4.4,,,9565.31,5293.1,,,,52.4679,,501871.7285,277717.8415,14858.41,779589.5700000001,1733225.339561046,108255061.73769829
2019-02-01,3.8,,,7984.95,5251.62,,,,52.1901,,416735.339,274082.573,13236.57,690817.912,1707672.2650940437,108219748.153952
2019-03-01,3.4,,4215576.48,9365.8,6030.8,9.88,30.73,59.39,52.4134,4426077.0,490893.4217,316094.7327,15396.6,806988.1544,1423517.5959641612,108187644.89599988
2019-04-01,3.2,,,9451.19,5652.23,,,,52.1122,,492522.3035,294550.1402,15103.42,787072.4437,1465057.305107963,108158751.96384336
2019-05-01,3.2,,,9848.9,6199.69,,,,52.262,,514723.2118,324008.1988,16048.59,838731.4106000001,1485505.107169499,108133069.35748164
2019-06-01,2.7,,4720383.97,8785.68,6149.83,8.22,30.27,61.51,51.8029,4865973.0,455123.7025,318579.0285,14935.51,773702.731,1645655.3030094998,108110597.07691544
2019-07-01,2.2,,,9893.35,6252.11,,,,51.1429,,505974.6097,319751.0365,16145.46,825725.6462,1640682.3753065476,108091335.12214395
2019-08-01,1.4,,,9307.45,6302.58,,,,52.0547,,484496.5175,328078.9111,15610.03,812575.4286,1618940.18011108,108075283.49316816
2019-09-01,0.5,,4397241.33,9488.56,6079.81,8.56,28.9,62.54,52.1052,4725892.0,494403.3165,316789.716,15568.37,811193.0325,1546351.8049012609,108062442.18998648
2019-10-01,0.6,,,9914.28,6341.73,,,,51.5042,,510627.06,326625.7303,16256.01,837252.7903,1575906.9974444672,108052811.2126019
2019-11-01,1.2,,,9275.21,5622.87,,,,50.7268,,470501.7226,285230.2019,14898.079999999998,755731.9245,1567092.4516640122,108046390.56101134
2019-12-01,2.4,109465287.0,4931988.49,8712.41,5750.62,10.14,31.49,58.37,50.7671,5499920.0,442303.7897,291942.3006,14463.03,734246.0903,1875242.2285870928,109745014.18272132
2020-01-01,3.0,,,9556.69,5801.89,,,,50.8386,,485848.7402,294959.965,15358.580000000002,780808.7052,1856651.462586842,109596310.05795532
2020-02-01,2.5,,,7400.35,5432.17,,,,50.7448,,375529.2807,275654.3802,12832.52,651183.6609,1817168.1051234975,109562130.12979296
2020-03-01,2.2,,4463185.92,7804.99,5079.05,9.92,30.19,59.89,50.9036,4449141.0,397302.089,258541.9296,12884.04,655844.0186,1374282.3763859377,109531057.46782774
2020-04-01,1.8,,,3507.07,3319.97,,,,50.7349,,177930.8457,168438.346,6827.04,346369.19169999997,1453237.704357501,109503092.07205822
2020-05-01,1.6,,,5855.19,4541.51,,,,50.5556,,296012.6436,229598.763,10396.7,525611.4066,1507156.8330335189,109478233.94248503
2020-06-01,2.3,,4985924.38,6955.79,5531.67,10.04,28.52,61.44,50.0972,4138373.0,348465.6028,277121.1783,12487.46,625586.7811,1439474.9699939874,109456483.07910882
2020-07-01,2.4,,,7833.6,5698.73,,,,49.4675,,387508.608,281901.9263,13532.33,669410.5342999999,1402436.8590002947,109437839.48193018
2020-08-01,2.2,,,7679.4,5499.62,,,,48.8433,,375087.238,268619.5895,13179.02,643706.8275,1374271.778505978,109422303.15094584
2020-09-01,2.2,,4675544.21,8552.49,6286.06,9.79,26.95,63.26,48.5057,4205108.0,414844.5142,304909.7405,14838.55,719754.2546999999,1399795.9058088874,109409874.08615877
2020-10-01,2.3,,,8335.45,6287.05,,,,48.4822,,404120.954,304810.0155,14622.5,708930.9695,1405164.9644861994,109400552.2875697
2020-11-01,3.0,,,8026.77,5882.74,,,,48.2521,,387308.5087,283854.5588,13909.51,671163.0675,1399228.1028115558,109394337.7551773
2020-12-01,3.3,110804683.0,5258096.11,8303.75,5854.06,10.77,30.69,58.54,48.0637,5158953.0,399108.9489,281367.7836,14157.81,680476.7325,1782229.645208686,111085225.543917
2021-01-01,3.7,,,8424.81,5549.4,,,,48.0614,,404908.1633,266711.9332,13974.21,671620.0965,1742843.2287119816,110936087.96978109
2021-02-01,4.2,,,8064.45,5358.48,,,,48.2042,,388740.3607,258301.2416,13422.93,647041.6023,1715570.8872878128,110901808.41244608
2021-03-01,4.1,,4433805.49,9533.14,6779.04,10.17,30.07,59.76,48.5743,4374072.0,463065.6023,329287.1227,16312.18,792352.7250000001,1401619.6986776388,110870645.17850804
2021-04-01,4.1,,,8878.68,5784.51,,,,48.462,,430278.5902,280328.9236,14663.19,710607.5138,1442078.7931776475,110842598.26796186
2021-05-01,4.1,,,9121.64,5943.04,,,,47.9552,,437430.0705,284999.6718,15064.68,722429.7423,1464729.1303095275,110817667.68081027
2021-06-01,3.7,,4142943.37,9906.89,6578.17,8.96,30.87,60.17,48.1247,4767989.0,476766.1092,316572.4578,16485.059999999998,793338.567,1642229.8304039044,110795853.41705248
2021-07-01,3.7,,,9991.04,6487.15,,,,49.943,,498982.5107,323987.7325,16478.190000000002,822970.2431999999,1612234.8132870905,110777155.47668992
2021-08-01,4.4,,,9850.62,6541.29,,,,50.2343,,494839.0003,328597.1242,16391.91,823436.1245,1587424.400282099,110761573.85971904
2021-09-01,4.2,,4135498.81,10499.42,6691.76,8.99,27.36,63.65,50.1421,4604095.0,526462.9676,335538.8991,17191.18,862001.8666999999,1508706.1730837256,110749108.56614378
2021-10-01,4.0,,,10234.67,6420.43,,,,50.7491,,519400.2913,325831.0441,16655.1,845231.3354,1532032.989452155,110739759.595963
2021-11-01,3.7,,,10984.18,6278.24,,,,50.3571,,553131.4507,316153.9595,17262.42,869285.4102,1539829.3211040166,110733526.94917443
2021-12-01,3.1,112081264.0,4825595.62,11395.68,6281.6,10.13,31.22,58.66,50.2478,5664458.0,572607.8495,315636.5805,17677.28,888244.4299999999,1969475.579026656,112344960.6925483
2022-01-01,3.0,,,10559.01,6082.16,,,,51.2353,,540994.0451,311621.2922,16641.17,852615.3373,1914456.237837905,112204778.442514
2022-02-01,3.0,,,10185.73,6249.09,,,,51.2807,,522331.3644,320457.7096,16434.82,842789.074,1885062.4902242287,112172557.28359573
2022-03-01,4.0,,4266797.02,11768.49,7305.01,9.43,30.61,59.96,52.074,4928798.0,612832.3483,380401.0907,19073.5,993233.439,1589378.363262279,112143265.32094456
2022-04-01,4.9,,,11462.84,6167.58,,,,51.976,,595792.5718,320566.1381,17630.42,916358.7099,1628558.0175274063,112116902.55455773
2022-05-01,5.4,,,11879.48,6355.77,,,,52.3618,,622030.9559,332799.5576,18235.25,954830.5135,1651967.3191534956,112093468.98443606
2022-06-01,6.1,,4641824.63,12521.68,6741.31,8.35,30.51,61.13,53.5685,5398104.0,670767.6151,361121.8647,19262.99,1031889.4798,1861465.0709475065,112072964.610581
2022-07-01,6.4,,,12215.0,6240.31,,,,55.8925,,682726.8875,348786.5267,18455.31,1031513.4142,1822726.290129466,112055389.43298724
2022-08-01,6.3,,,12455.33,6461.89,,,,55.7501,,694385.893,360251.0137,18917.22,1054636.9067000002,1799952.441420875,112040743.45166026
2022-09-01,6.9,,4426630.15,12011.51,7249.23,8.53,26.87,64.61,57.4338,5249946.0,689866.663,416350.826,19260.74,1106217.489,1729500.0497941105,112029026.66660148
2022-10-01,7.7,,,11024.21,7745.59,,,,58.8247,,648495.846,455632.0081,18769.8,1104127.8541,1750356.6858281964,112020239.07780582
2022-11-01,8.0,,,10817.61,7165.6,,,,57.6523,,623660.097,413113.3209,17983.21,1036773.4179,1746168.780953389,112014380.68527484
2022-12-01,8.1,113100950.0,5204832.41,10320.21,5810.57,9.42,30.46,60.11,55.6839,6451429.0,574669.5416,323555.1988,16130.78,898224.7404,2210836.8199250204,113301094.76223838
2023-01-01,8.7,,,10997.87,5441.87,,,,54.9913,,604787.1685,299255.5057,16439.74,904042.6742,2176001.4371008216,113194696.98063698
2023-02-01,8.6,,,8983.78,5103.31,,,,54.7831,,492159.3181,279575.1421,14087.09,771734.4602,2139791.0064758565,113170241.24655756
2023-03-01,7.6,,4611219.42,11631.81,6613.63,9.06,29.96,60.98,54.7956,5614956.0,637372.008,362397.824,18245.44,999769.832,1827320.9104100447,113148008.7610318
2023-04-01,6.6,,,9748.47,4916.14,,,,55.3155,,539241.4923,271938.7422,14664.61,811180.2345,1849170.0245761608,113127999.52405731
2023-05-01,6.1,,,10932.62,6530.25,,,,55.7279,,609251.9541,363917.119,17462.870000000003,973169.0731,1897193.2913305336,113110213.5356347
2023-06-01,5.4,,4990934.04,10667.01,6730.74,8.03,29.84,62.14,55.8946,5887040.0,596228.2571,376212.02,17397.75,972440.2771,2009838.31815769,113094650.79576588
2023-07-01,4.7,,,10370.22,6245.73,,,,54.9211,,569543.8896,343022.3619,16615.949999999997,912566.2515,1976073.2230922305,113081311.30444896
2023-08-01,5.3,,,10834.74,6729.64,,,,56.1599,,608477.9149,377935.9094,17564.38,986413.8243,1971359.4168784996,113070195.06168672
2023-09-01,6.1,,4767549.24,10320.24,6771.93,8.13,26.77,65.1,56.7869,5761125.0,586054.4369,384556.9117,17092.17,970611.3486,1898885.682264028,113061302.06747444
2023-10-01,4.9,,,10759.41,6518.43,,,,56.7889,,611015.0585,370174.4694,17277.84,981189.5279,1922461.0380424568,113054632.32181698
2023-11-01,4.1,,,11000.53,6231.07,,,,55.8122,,613963.7805,347769.7251,17231.6,961733.5056,1920769.489737968,113050185.82471076
2023-12-01,3.9,113964338.0,5575901.99,9962.5,5784.38,9.05,29.8,61.15,55.5877,7050442.0,553792.4613,321540.3801,15746.88,875332.8414,2416601.7001797543,114139928.65825146
2024-01-01,2.8,,,10340.59,5993.4,,,,55.9723,,578786.6057,335464.3828,16333.99,914250.9885,2381603.2199205966,114046583.93966712
2024-02-01,3.4,,,9578.97,6015.84,,,,56.0649,,537043.9952,337277.468,15594.81,874321.4632,2343197.7621342186,114025128.4771465
2024-03-01,3.7,,4907012.67,9579.22,6225.25,8.6,29.76,61.64,55.8493,6119136.0,534992.7315,347675.8548,15804.47,882668.5863,1942967.009784712,114005623.51121764
2024-04-01,3.8,,,11030.93,6304.7,,,,56.9506,,628218.0821,359056.4478,17335.63,987274.5299,2033322.8293869956,113988069.04188168
2024-05-01,3.9,,,11064.76,6334.84,,,,57.7619,,639121.5606,365912.3946,17399.6,1005033.9552,2046566.4103695604,113972465.06913991
2024-06-01,3.7,,5203455.44,9904.2,5568.59,7.37,30.25,62.38,58.6963,6494774.0,581339.8945,326855.6292,15472.79,908195.5237,2165436.163538808,113958811.59298804
2024-07-01,4.4,,,11129.79,6251.6,,,,58.4845,,650920.2033,365621.7002,17381.39,1016541.9035,2187564.4951280095,113947108.61343044
2024-08-01,3.3,,,11148.73,6753.4,,,,57.1935,,637634.8893,386250.5829,17902.129999999997,1023885.4722,2164754.2794062793,113937356.13046716
2024-09-01,1.9,,5051395.98,11362.26,6259.74,7.51,26.72,65.77,56.0713,6254621.0,637096.6891,350991.7595,17622.0,988088.4486,2036580.0662024184,113929554.14409468
2024-10-01,2.3,,,12005.74,6191.05,,,,57.3009,,687939.7072,354752.7369,18196.79,1042692.4441,2085969.175738393,113923702.65431827
2024-11-01,2.5,,,10632.93,5697.41,,,,58.6947,,624096.6365,334407.7707,16330.34,958504.4072,2075700.3628825776,113919801.66113132
2024-12-01,2.9,114891199.0,5884528.49,9818.51,5672.89,8.46,29.58,61.97,58.448,7577838.0,573872.2725,331569.0747,15491.4,905441.3472,2595756.305579203,115090094.43733633
2025-01-01,2.9,,,11497.73,6571.45,,,,58.3906,,673137.3471,383832.9447,18069.18,1056970.2918,2572125.7745095305,114984360.80200984
2025-02-01,2.1,,,9761.28,6787.09,,,,58.0942,,568074.7156,394295.2114,16548.370000000003,962369.927,2508593.449423949,114960057.72322512
2025-03-01,1.8,,5195588.2,11280.45,6767.76,8.34,29.53,62.12,57.4246,6583459.0,648447.7711,389493.2602,18048.21,1037941.0313,2092141.9849411012,114937964.01523784
2025-04-01,1.4,,,10755.11,6782.51,,,,56.8529,,612085.7123,385653.1192,17537.620000000003,997738.8315,2171080.0330552845,114918079.67805138
2025-05-01,1.3,,,10946.76,7314.57,,,,55.6246,,609636.7161,407076.3977,18261.33,1016713.1138,2204765.4136174,114900404.71166176
2025-06-01,1.4,,5539082.71,11460.54,7064.26,7.47,29.28,63.25,56.3586,6963096.0,646137.8229,398251.8475,18524.800000000003,1044389.6704,2370063.1707325834,114884939.11607112
2025-07-01,0.9,,,11772.51,7349.57,,,,56.7523,,668863.312,417539.7241,19122.08,1086403.0361,2347076.58920589,114871682.89127922
2025-08-01,1.5,,,11112.23,7126.04,,,,57.2525,,636466.3096,408094.1024,18238.27,1044560.412,2315632.506246566,114860636.0372875
2025-09-01,1.7,,5316054.33,11944.28,7274.67,7.43,25.87,66.7,57.2501,6556241.0,684379.7179,416868.8932,19218.95,1101248.6111,2139231.645432082,114851798.55409284
2025-10-01,1.7,,,11641.73,7448.17,,,,58.2984,,679003.7967,434256.6198,19089.9,1113260.4164999998,2181968.941555327,114845170.44169572
2025-11-01,1.5,,,10421.98,6908.34,,,,58.9136,,641501.9425,408082.7245,17330.32,1049584.667,2184465.7359364503,114840751.7000994
2025-12-01,1.8,115806994.8,,,,,,,58.8488,7907140.0,648471.4049,413474.6112,,1061946.0161,2730230.63987523,115996790.94026424
2026-01-01,2.0,,,11416.82,7142.75,,,,59.1622,,675444.1882,422580.8041,18559.57,1098024.9923,2675119.1428235727,115895894.52881455
2026-02-01,2.4,,,11012.96,7330.43,,,,58.2803,,641838.6127,427219.6595,18343.39,1069058.2722,2629820.6873345897,115872703.29520924
2026-03-01,4.1,,,,,,,,59.4069,7032331.834,638603.0836,405116.5871,,1043719.6707,2239651.9601906384,115851620.35556938
2026-04-01,4.944294525,,,,,,,,59.84289976,,655293.2621,432653.5232,,1087946.7853,2327739.2404166614,115832645.7098953
2026-05-01,5.188257716,,,,,,,,59.89549093,,660184.9961,435260.9368,,1095445.9329,2352104.1111131767,115815779.35818198
2026-06-01,5.428283667,,,,,,,,60.2780821,6668734.813,680366.8775,440452.2782,,1120819.1557,2210385.989268738,115801021.300433
2026-07-01,5.66525213,,,,,,,,60.54424092,,680312.1896,446933.0917,,1127245.2813,2228487.0645201853,115788371.53665088
2026-08-01,5.560456826,,,,,,,,60.70828798,,688512.0332,454503.4604,,1143015.4936,2226910.4665488596,115777830.0668329
2026-09-01,5.812285778,,,,,,,,60.9899115,8111814.47,694973.6946,457170.775,,1152144.4696,2802549.276671662,115769396.89097524
2026-10-01,5.872194086,,,,,,,,61.1920615,,678334.8642,435398.9368,,1113733.801,2737266.263193494,115763072.00908306
2026-11-01,6.109064949,,,,,,,,61.06650268,,663536.8021,421930.0955,,1085466.8976,2698525.971860637,115758855.42115588
2026-12-01,5.743815087,116710298.4,,,,,,,60.94110568,6781106.503,686218.3866,429450.3827,,1115668.7693,2139229.498785909,116899196.28450316
2027-01-01,5.797091363,,,,,,,,61.04284998,,637169.2196,427375.4265,,1064544.6461,2229248.1063519865,116798777.3895309
2027-02-01,5.731312084,,,,,,,,60.83971802,,683513.4813,453320.2356,,1136833.7169,2279563.285451772,116775695.9140016
2027-03-01,4.629658486,,,,,,,,60.89711231,7044806.094,663372.6627,423400.6799,,1086773.3426,2381725.5697995974,116754712.7544314
