Unnamed: 3,Year,Month,Inflation,Population,Imports,Exports,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade_PHPMN
1992-01-01,1992,January,10.9,,1037.69,662.37,26.5446,,27545.06597,17582.3467,45127.41267
1992-02-01,1992,February,9.1,,1032.51,714.9,26.158,,27008.39658,18700.3542,45708.75078
1992-03-01,1992,March,8.7,,1164.81,898.46,25.8102,362800.0,30063.97906,23189.43229,53253.41135
1992-04-01,1992,April,8.4,,1196.81,666.45,25.6672,,30718.76163,17105.90544,47824.667069999996
1992-05-01,1992,May,8.9,,1186.29,811.71,26.1496,,31021.00898,21225.89182,52246.9008
1992-06-01,1992,June,8.8,,1088.95,835.57,26.1205,368201.0,28443.91848,21825.50619,50269.42467
1992-07-01,1992,July,9.0,,1166.41,851.13,25.2616,,29465.38286,21500.90561,50966.28847
1992-08-01,1992,August,8.4,,1399.19,913.09,24.6691,,34516.75803,22525.10852,57041.86655
1992-09-01,1992,September,8.0,,1335.7,873.34,24.726,370452.0,33026.5182,21594.20484,54620.72304
1992-10-01,1992,October,8.0,,1330.79,860.36,24.7849,,32983.49707,21323.93656,54307.43363
1992-11-01,1992,November,8.0,,1255.04,824.14,24.9361,,31295.80294,20550.83745,51846.64039
1992-12-01,1992,December,7.4,64382249.0,1324.72,912.8,25.3221,440072.0,33544.69231,23114.01288,56658.70518999999
1993-01-01,1993,January,7.4,,1183.58,790.44,25.2801,,29921.02076,19982.40224,49903.422999999995
1993-02-01,1993,February,7.3,,1181.68,842.71,25.3116,,29910.21149,21330.33844,51240.54993
1993-03-01,1993,March,6.8,,1390.57,842.46,25.3656,387781.0,35272.64239,21369.50338,56642.14577
1993-04-01,1993,April,6.8,,1504.0,861.73,26.078,,39221.312,22472.19494,61693.50694
1993-05-01,1993,May,6.0,,1460.29,932.14,27.0064,,39437.17586,25173.7457,64610.92156
1993-06-01,1993,June,6.2,,1335.13,914.44,27.2063,397727.0,36323.94732,24878.52897,61202.47629
1993-07-01,1993,July,6.1,,1553.48,998.17,27.5688,,42827.57942,27518.3491,70345.92852
1993-08-01,1993,August,6.3,,1512.67,994.5,27.9489,,42277.46256,27795.18105,70072.64361
1993-09-01,1993,September,6.7,,1565.59,1018.3,28.2337,407532.0,44202.39838,28750.37671,72952.77509
1993-10-01,1993,October,6.9,,1654.69,1012.52,29.16,,48250.7604,29525.0832,77775.8436
1993-11-01,1993,November,6.9,,1682.74,1163.36,28.4849,,47932.68063,33138.19326,81070.87389
1993-12-01,1993,December,7.4,65926125.0,1572.98,1004.05,27.7939,489381.0,43719.24882,27906.4653,71625.71412
1994-01-01,1994,January,12.8,,1650.56,951.62,27.7245,,45760.95072,26383.18869,72144.13941
1994-02-01,1994,February,13.9,,1349.04,927.01,27.6463,,37295.96455,25628.39656,62924.36111
1994-03-01,1994,March,13.4,,1599.52,1057.67,27.5872,446077.0,44126.27814,29178.15382,73304.43196
1994-04-01,1994,April,13.6,,1775.99,965.79,27.5298,,48892.6495,26588.00554,75480.65504
1994-05-01,1994,May,13.5,,1810.36,1083.86,27.053,,48975.66908,29321.66458,78297.33366
1994-06-01,1994,June,13.0,,2041.89,1125.27,26.9756,462046.0,55081.20788,30354.83341,85436.04129
1994-07-01,1994,July,12.6,,1768.46,1217.56,26.4608,,46794.86637,32217.61165,79012.47802000001
1994-08-01,1994,August,12.5,,1728.14,1178.01,26.3132,,45472.89345,30997.21273,76470.10618
1994-09-01,1994,September,11.7,,1967.95,1239.74,25.9113,469787.0,50992.14284,32123.27506,83115.4179
1994-10-01,1994,October,11.3,,1886.76,1299.34,25.3945,,47913.32682,32996.08963,80909.41645
1994-11-01,1994,November,11.0,,1860.74,1128.46,24.2648,,45150.48395,27381.85621,72532.34016
1994-12-01,1994,December,10.8,67530621.0,1893.13,1308.55,24.145,554751.0,45709.62385,31594.93975,77304.56360000001
1995-01-01,1995,January,6.1,,1855.58,1160.75,24.6223,,45688.64743,28580.33473,74268.98216
1995-02-01,1995,February,5.6,,1615.89,1263.77,25.0282,,40442.8181,31629.88831,72072.70641
1995-03-01,1995,March,6.0,,2142.54,1298.58,25.859,495093.0,55403.94186,33579.98022,88983.92207999999
1995-04-01,1995,April,6.0,,2229.56,1377.42,26.0077,,57985.72761,35823.52613,93809.25374
1995-05-01,1995,May,6.2,,2143.63,1400.58,25.8493,,55411.33496,36204.01259,91615.34755
1995-06-01,1995,June,6.5,,2328.66,1521.69,25.6742,514116.0,59786.48257,39068.1734,98854.65596999999
1995-07-01,1995,July,6.3,,2175.49,1592.69,25.514,,55505.45186,40635.89266,96141.34452
1995-08-01,1995,August,6.8,,2273.59,1591.45,25.7109,,58456.04513,40917.61181,99373.65694
1995-09-01,1995,September,8.0,,2444.22,1594.97,25.9692,537781.0,63474.43802,41420.09492,104894.53294
1995-10-01,1995,October,8.2,,2342.36,1601.65,25.9654,,60820.31434,41587.48291,102407.79725
1995-11-01,1995,November,8.4,,2414.72,1422.63,26.1671,,63186.21971,37226.10147,100412.32118
1995-12-01,1995,December,8.2,69019291.0,2571.39,1621.01,26.206,629594.0,67385.84634,42480.18806,109866.0344
1996-01-01,1996,January,9.5,,2236.09,1420.45,26.2116,,58611.49664,37232.26722,95843.76386
1996-02-01,1996,February,9.3,,2359.58,1594.01,26.1588,,61723.7813,41697.38879,103421.17009
1996-03-01,1996,March,9.5,,2760.47,1670.6,26.1957,573212.0,72312.44398,43762.53642,116074.9804
1996-04-01,1996,April,9.4,,2811.15,1491.87,26.1897,,73623.17516,39071.62774,112694.80290000001
1996-05-01,1996,May,9.2,,2712.35,1612.18,26.1759,,70998.20237,42200.26246,113198.46483
1996-06-01,1996,June,8.9,,2750.55,1793.39,26.1944,596298.0,72049.00692,46976.77502,119025.78194
1996-07-01,1996,July,8.7,,2838.7,1693.69,26.1995,,74372.52065,44373.83116,118746.35181000001
1996-08-01,1996,August,8.2,,2799.68,1773.89,26.1994,,73349.93619,46474.85367,119824.78985999999
1996-09-01,1996,September,6.7,,2870.06,1875.57,26.2356,614449.0,75297.74614,49206.70429,124504.45043
1996-10-01,1996,October,6.7,,2858.51,1883.71,26.2693,,75091.05674,49483.7431,124574.79983999999
1996-11-01,1996,November,6.6,,2711.55,1849.91,26.2658,,71221.02999,48589.36608,119810.39606999999
1996-12-01,1996,December,7.4,70546246.0,2718.24,1883.27,26.2925,697344.0,71469.3252,49515.87648,120985.20168
1997-01-01,1997,January,5.4,,2837.89,1692.26,26.3173,,74685.6025,44535.7141,119221.31659999999
1997-02-01,1997,February,5.2,,2626.54,1812.42,26.3411,,69185.95279,47741.13646,116927.08924999999
1997-03-01,1997,March,5.5,,2935.16,2001.02,26.3319,636625.0,77288.3396,52690.65854,129978.99814000001
1997-04-01,1997,April,5.2,,2942.08,2082.43,26.3642,,77565.58554,54901.60101,132467.18654999998
1997-05-01,1997,May,5.0,,2954.37,1982.88,26.3721,,77912.94108,52292.70965,130205.65073
1997-06-01,1997,June,5.6,,3032.34,2129.08,26.3761,665182.0,79981.30307,56156.82699,136138.13006
1997-07-01,1997,July,5.6,,3169.2,2067.14,27.6679,,87685.10868,57193.42281,144878.53149
1997-08-01,1997,August,5.4,,3327.94,2257.97,29.3305,,97610.14417,66227.38909,163837.53326
1997-09-01,1997,September,5.7,,2956.48,2337.47,32.3945,678133.0,95773.69136,75721.17192,171494.86328
1997-10-01,1997,October,5.9,,3413.8,2326.05,34.4639,,117652.8618,80164.7546,197817.6164
1997-11-01,1997,November,6.7,,2945.29,2308.43,34.5178,,101664.9312,79681.92505,181346.85625
1997-12-01,1997,December,6.5,72190242.0,2792.73,2230.56,37.1706,793435.0,103807.4497,82911.25354,186718.70324
1998-01-01,1998,January,6.6,,2837.9,2114.81,42.661,,121067.6519,90219.90941,211287.56131
1998-02-01,1998,February,7.7,,2585.23,2227.2,40.4143,,104480.2608,90010.72896,194490.98976
1998-03-01,1998,March,8.2,,2613.6,2474.18,39.004,705979.0,101940.8544,96502.91672,198443.77112
1998-04-01,1998,April,8.7,,2457.46,2284.5,38.4422,,94470.16881,87821.2059,182291.37471
1998-05-01,1998,May,9.8,,2624.02,2414.74,39.2971,,103116.3763,94892.27925,198008.65555000002
1998-06-01,1998,June,10.2,,2260.74,2389.57,40.3991,738060.0,91331.86133,96536.47739,187868.33872
1998-07-01,1998,July,10.1,,2465.59,2501.37,41.7805,,103013.583,104508.4893,207522.0723
1998-08-01,1998,August,10.1,,2508.47,2652.45,43.0375,,107958.2776,114154.8169,222113.0945
1998-09-01,1998,September,10.2,,2454.45,2786.32,43.7759,748152.0,107445.7578,121973.6657,229419.4235
1998-10-01,1998,October,10.0,,2417.41,2542.3,42.8882,,103678.3636,109034.6709,212713.0345
1998-11-01,1998,November,10.6,,2373.4,2585.82,39.9435,,94801.9029,103286.7012,198088.6041
1998-12-01,1998,December,10.0,73908810.0,2061.61,2523.08,39.0733,854030.0,80553.90601,98585.06176,179138.96777
1999-01-01,1999,January,10.7,,2399.85,2580.78,38.4043,,92164.55936,99113.04935,191277.60871
1999-02-01,1999,February,9.3,,2256.56,2569.33,38.7799,,87509.17114,99638.36047,187147.53161
1999-03-01,1999,March,7.9,,2656.3,2702.33,38.9108,767405.0,103358.758,105149.8222,208508.5802
1999-04-01,1999,April,7.4,,2599.21,2345.95,38.2417,,99398.20906,89713.11612,189111.32517999999
1999-05-01,1999,May,6.1,,2533.48,2746.9,37.8385,,95863.08298,103938.5757,199801.65868
1999-06-01,1999,June,5.3,,2670.94,2857.2,37.8993,810836.0,101226.7563,108285.88,209512.6363
1999-07-01,1999,July,5.1,,2791.64,2851.06,38.2798,,106863.4209,109138.0066,216001.4275
1999-08-01,1999,August,4.8,,2661.46,3211.54,39.261,,104491.5811,126088.2719,230579.853
1999-09-01,1999,September,4.9,,2555.3,3693.28,40.1738,825523.0,102656.1111,148373.0921,251029.2032
1999-10-01,1999,October,5.1,,2612.62,3459.67,40.315,,105327.7753,139476.5961,244804.3714
1999-11-01,1999,November,3.9,,2351.64,3075.37,40.3409,,94867.27408,124063.1936,218930.46768
1999-12-01,1999,December,3.9,75791024.0,2653.47,2943.51,40.6232,943824.0,107792.4425,119574.7954,227367.2379
2000-01-01,2000,January,5.5,,2900.85,2716.57,40.4266,,117271.5026,109821.6888,227093.1914
2000-02-01,2000,February,5.6,,2775.14,2902.31,40.5717,,112592.1475,117751.6506,230343.7981
2000-03-01,2000,March,5.9,,2908.07,2988.52,40.9381,850396.0,119050.8605,122344.3306,241395.1911
2000-04-01,2000,April,6.2,,2728.17,2667.59,41.1884,,112368.9572,109873.764,222242.7212
2000-05-01,2000,May,6.5,,2641.93,2930.83,41.8063,,110449.3182,122527.1582,232976.47639999999
2000-06-01,2000,June,6.1,,2730.33,3410.27,42.6489,904732.0,116445.5711,145444.2642,261889.8353
2000-07-01,2000,July,6.5,,2855.65,3219.4,44.3557,,126664.3547,142798.7406,269463.0953
2000-08-01,2000,August,6.8,,2842.45,3529.46,44.8977,,127619.4674,158464.6362,286084.10360000003
2000-09-01,2000,September,6.5,,3294.23,3502.01,45.7367,913644.0,150667.2092,160170.3808,310837.59
2000-10-01,2000,October,6.9,,3276.14,3398.14,48.1061,,157602.3185,163471.2627,321073.5812
2000-11-01,2000,November,7.8,,2919.8,3316.78,49.7537,,145270.8533,165022.0771,310292.93039999995
2000-12-01,2000,December,8.7,77753257.0,2618.1,3496.37,49.8962,1028784.0,130633.2412,174455.5768,305088.818
2001-01-01,2001,January,5.8,,3031.16,2889.0,50.9693,,154496.1034,147250.3077,301746.4111
2001-02-01,2001,February,5.8,,2482.11,2805.47,48.2897,,119860.3473,135475.3047,255335.652
2001-03-01,2001,March,5.8,,3037.4,2869.64,48.4673,925936.0,147214.577,139083.7028,286298.2798
2001-04-01,2001,April,5.5,,3105.06,2245.69,50.1854,,155828.6781,112700.8509,268529.529
2001-05-01,2001,May,5.5,,2939.86,2599.97,50.5389,,148577.2906,131399.6238,279976.9144
2001-06-01,2001,June,5.9,,2856.88,2578.16,51.4881,990210.0,147095.3231,132744.5599,279839.88300000003
2001-07-01,2001,July,6.0,,2873.16,2594.45,53.2242,,152921.6425,138087.5257,291009.16819999996
2001-08-01,2001,August,5.7,,2893.64,2620.76,51.9877,,150433.6882,136247.2847,286680.9729
2001-09-01,2001,September,5.7,,2752.0,2731.02,51.2499,996766.0,141039.7248,139964.5019,281004.2267
2001-10-01,2001,October,5.2,,2540.95,2940.77,51.7333,,131451.7286,152135.7366,283587.4652
2001-11-01,2001,November,4.2,,2216.8,2629.79,51.9899,,115251.2103,136722.5191,251973.7294
2001-12-01,2001,December,3.7,79625397.0,2328.14,2645.47,51.7889,1111487.0,120571.8096,137005.9813,257577.79090000002
2002-01-01,2002,January,3.3,,2225.79,2631.44,51.4097,,114427.1962,135281.541,249708.7372
2002-02-01,2002,February,2.9,,2543.97,2627.87,51.2817,,130459.1063,134761.641,265220.7473
2002-03-01,2002,March,3.3,,3435.73,2849.06,51.0661,1006579.0,175449.3318,145490.3829,320939.7147
2002-04-01,2002,April,3.4,,3881.24,2748.8,50.9872,,197893.5601,140153.6154,338047.1755
2002-05-01,2002,May,3.2,,3302.52,2918.06,49.8383,,164591.9825,145431.1497,310023.1322
2002-06-01,2002,June,2.6,,3353.37,2936.41,50.4065,1073992.0,169031.6449,148014.1507,317045.7956
2002-07-01,2002,July,2.5,,3520.29,3222.74,50.5963,,178113.6489,163058.7199,341172.3688
2002-08-01,2002,August,2.7,,3857.01,3032.17,51.7931,,199766.5046,157045.484,356811.9886
2002-09-01,2002,September,2.5,,3536.52,3191.39,52.1292,1059697.0,184355.9584,166364.6076,350720.566
2002-10-01,2002,October,2.3,,3247.17,3033.18,52.907,,171798.0232,160476.4543,332274.47750000004
2002-11-01,2002,November,2.1,,3436.5,3103.28,53.3082,,183193.6293,165430.2709,348623.90020000003
2002-12-01,2002,December,2.1,81401488.0,2896.4,2913.75,53.5195,1210291.0,155013.8798,155942.4431,310956.3229
2003-01-01,2003,January,1.7,,3142.49,2732.85,53.5635,,168322.7631,146381.011,314703.77410000004
2003-02-01,2003,February,2.3,,3021.44,2787.82,54.0748,,163383.7637,150750.8089,314134.5726
2003-03-01,2003,March,2.1,,3694.22,3128.98,54.5909,1091333.0,201670.7946,170813.8343,372484.6289
2003-04-01,2003,April,2.2,,3432.72,2726.21,52.8068,,181270.9585,143962.4262,325233.3847
2003-05-01,2003,May,2.2,,3609.65,2827.66,52.5072,,189532.6145,148472.5092,338005.1237
2003-06-01,2003,June,2.8,,3175.46,3060.47,53.3992,1147383.0,169567.0236,163426.6496,332993.67319999996
2003-07-01,2003,July,2.3,,3491.62,3009.49,53.7138,,187548.1784,161651.144,349199.3224
2003-08-01,2003,August,2.2,,3360.19,3003.21,54.9914,,184781.5524,165150.7224,349932.2748
2003-09-01,2003,September,2.2,,3265.38,3353.95,55.0235,1152553.0,179672.6364,184546.0678,364218.7042
2003-10-01,2003,October,2.3,,3401.22,3339.92,54.952,,186903.8414,183535.2838,370439.1252
2003-11-01,2003,November,2.4,,3545.75,3085.49,55.3718,,196334.5599,170849.1352,367183.6951
2003-12-01,2003,December,2.5,83068889.0,3330.38,3175.14,55.4451,1326540.0,184653.2521,176045.9548,360699.2069
2004-01-01,2004,January,3.1,,3481.4,2849.37,55.5261,,193308.5645,158214.4036,351522.9681
2004-02-01,2004,February,2.9,,3313.65,3004.81,56.0696,,185795.03,168478.4948,354273.5248
2004-03-01,2004,March,3.1,,3921.99,3361.75,56.3029,1223639.0,220819.4108,189276.2741,410095.6849
2004-04-01,2004,April,3.2,,3764.8,2982.49,55.9039,,210467.0027,166732.8227,377199.8254
2004-05-01,2004,May,3.6,,3584.0,3267.55,55.8453,,200149.5552,182477.31,382626.8652
2004-06-01,2004,June,4.1,,3778.07,3317.93,55.9848,1306195.0,211514.4933,185753.6475,397268.1408
2004-07-01,2004,July,5.5,,3760.77,3108.88,55.9527,,210425.2356,173950.23,384375.4656
2004-08-01,2004,August,5.7,,3687.63,3430.06,55.8342,,205895.8709,191514.6561,397410.527
2004-09-01,2004,September,6.2,,3816.87,3641.43,56.2132,1299857.0,214558.4767,204696.4329,419254.9096
2004-10-01,2004,October,6.3,,4007.92,3753.43,56.3414,,225811.8239,211473.501,437285.3249
2004-11-01,2004,November,6.8,,3657.58,3685.41,56.3221,,206002.5865,207570.0306,413572.61710000003
2004-12-01,2004,December,7.1,84731835.0,3264.51,3277.42,56.1828,1494213.0,183409.3124,184134.6324,367543.9448
2005-01-01,2005,January,7.3,,3501.4,3294.32,55.7662,,195259.7727,183711.708,378971.4807
2005-02-01,2005,February,7.3,,3211.23,3000.16,54.8128,,176016.5077,164447.17,340463.6777
2005-03-01,2005,March,7.1,,3832.01,3267.57,54.4402,1354481.0,208615.3908,177887.1643,386502.5551
2005-04-01,2005,April,7.2,,4112.56,3245.7,54.4918,,224100.797,176864.0353,400964.8323
2005-05-01,2005,May,7.3,,3798.0,3304.99,54.3411,,206387.4978,179596.7921,385984.2899
2005-06-01,2005,June,6.7,,4210.26,3358.57,55.179,1456794.0,232317.9365,185322.534,417640.47050000005
2005-07-01,2005,July,6.0,,3832.99,3503.07,56.0062,,214671.2045,196193.639,410864.84349999996
2005-08-01,2005,August,6.1,,4238.87,3512.64,55.9523,,237174.5259,196540.2871,433714.81299999997
2005-09-01,2005,September,6.0,,4337.2,3674.93,56.1562,1443454.0,243560.6706,206370.1041,449930.7747
2005-10-01,2005,October,6.2,,4159.12,3634.53,55.7077,,231695.0092,202471.3069,434166.3161
2005-11-01,2005,November,6.2,,3975.17,3631.01,54.5606,,216887.6603,198110.0842,414997.74450000003
2005-12-01,2005,December,5.9,86394504.0,4209.38,3827.18,53.6118,1662553.0,225672.4387,205182.0087,430854.4474
2006-01-01,2006,January,5.9,,3707.18,3532.75,52.6171,,195061.0608,185883.06,380944.12080000003
2006-02-01,2006,February,6.5,,3415.25,3448.3,51.8168,,176967.3262,178679.8714,355647.1976
2006-03-01,2006,March,6.6,,4226.6,4173.6,51.2189,1496799.0,216481.8027,213767.201,430249.0037
2006-04-01,2006,April,6.3,,4416.68,3917.88,51.3597,,226839.3598,201221.1414,428060.5012
2006-05-01,2006,May,6.0,,4447.84,3885.12,52.1273,,231853.89,202520.8158,434374.7058
2006-06-01,2006,June,5.9,,4534.0,4055.14,53.1567,1626437.0,241012.4778,215557.8604,456570.3382
2006-07-01,2006,July,5.5,,4412.45,4016.28,52.3976,,231201.7901,210443.4329,441645.223
2006-08-01,2006,August,5.2,,4883.66,4273.8,51.3618,,250833.5682,219510.0608,470343.629
2006-09-01,2006,September,4.9,,4355.48,4178.4,50.4012,1588797.0,219521.4186,210596.3741,430117.7927
2006-10-01,2006,October,4.7,,4686.41,4207.34,50.0038,,234338.3084,210382.9879,444721.29630000005
2006-11-01,2006,November,4.2,,4509.66,4031.03,49.8434,,224776.7872,200920.2407,425697.0279
2006-12-01,2006,December,4.1,88015962.0,4178.47,3690.46,49.467,1838384.0,206696.3755,182555.9848,389252.3603
2007-01-01,2007,January,3.8,,3904.16,3991.85,48.9143,,190969.2535,195258.5485,386227.802
2007-02-01,2007,February,2.9,,3690.14,3721.35,48.3814,,178534.1394,180044.1229,358578.26229999994
2007-03-01,2007,March,2.6,,4566.52,4487.33,48.5172,1651799.0,221554.7641,217712.6871,439267.4512
2007-04-01,2007,April,2.6,,4342.8,4124.05,47.8224,,207683.1187,197221.9687,404905.08739999996
2007-05-01,2007,May,2.7,,4296.14,4127.86,46.8141,,201119.9276,193242.0508,394361.9784
2007-06-01,2007,June,2.6,,4706.54,4147.42,46.1602,1783015.0,217254.8277,191445.7367,408700.56440000003
2007-07-01,2007,July,2.9,,5041.56,4248.79,45.6251,,230021.6792,193851.4686,423873.14780000004
2007-08-01,2007,August,2.7,,4986.61,4121.45,46.0737,,229751.5732,189890.4509,419642.02410000004
2007-09-01,2007,September,2.9,,4743.8,4389.38,46.1315,1736724.0,218838.6097,202488.6835,421327.2932
2007-10-01,2007,October,2.9,,5150.65,4659.53,44.3803,,228587.3922,206791.3393,435378.7315
2007-11-01,2007,November,3.1,,5084.21,3964.81,43.2176,,219727.3541,171349.5727,391076.9268
2007-12-01,2007,December,3.7,89508986.0,5000.63,4481.9,41.7429,2026706.0,208740.798,187087.5035,395828.3015
2008-01-01,2008,January,4.6,,4995.76,4230.56,40.9381,,204516.9225,173191.0883,377708.0108
2008-02-01,2008,February,5.1,,4491.46,4112.01,40.6711,,182672.6188,167239.9699,349912.58869999996
2008-03-01,2008,March,5.9,,5123.01,4200.13,41.2524,1795699.0,211336.4577,173265.4428,384601.9005
2008-04-01,2008,April,7.3,,4856.96,4327.48,41.8196,,203116.1244,180973.4826,384089.60699999996
2008-05-01,2008,May,8.2,,4775.68,4225.38,42.902,,204886.2234,181277.2528,386163.4762
2008-06-01,2008,June,9.4,,5322.25,4527.02,44.2806,2020177.0,235672.4234,200459.1618,436131.5852
2008-07-01,2008,July,10.2,,5882.36,4437.23,44.9563,,264449.1409,199481.443,463930.58389999997
2008-08-01,2008,August,10.5,,5044.11,4394.5,44.8769,,226364.0201,197211.5371,423575.5572
2008-09-01,2008,September,10.1,,4891.09,4445.62,46.6922,1998449.0,228375.7525,207575.7782,435951.5307
2008-10-01,2008,October,9.7,,4577.74,3990.06,48.0252,,219846.879,191623.4295,411470.3085
2008-11-01,2008,November,9.1,,3484.68,3512.97,49.1862,,171398.1674,172789.645,344187.8124
2008-12-01,2008,December,7.8,91075184.0,3300.96,2674.58,48.0942,2235875.0,158757.0304,128631.7854,287388.8158
2009-01-01,2009,January,7.1,,3269.94,2512.96,47.2072,,154364.7116,118629.8053,272994.51690000005
2009-02-01,2009,February,7.2,,3058.78,2506.32,47.5846,,145550.8228,119262.2347,264813.0575
2009-03-01,2009,March,6.6,,3269.83,2906.75,48.458,1899600.0,158449.4221,140855.2915,299304.7136
2009-04-01,2009,April,5.6,,3057.23,2803.77,48.2165,,147408.9303,135187.9762,282596.90650000004
2009-05-01,2009,May,4.3,,3616.59,3088.03,47.5242,,171875.5465,146756.1553,318631.70180000004
2009-06-01,2009,June,3.2,,4106.94,3406.91,47.9053,2075281.0,196744.1928,163209.0456,359953.23840000003
2009-07-01,2009,July,2.2,,4025.96,3313.36,48.146,,193833.8702,159525.0306,353358.9008
